kill,2023-03-10 12:08:19.643131

death,2023-03-10 12:08:45.879073

kill,2023-03-10 12:09:48.883994

kill,2023-03-10 12:10:11.442273

death,2023-03-10 12:10:26.549176

death,2023-03-10 12:11:34.195842

death,2023-03-10 12:12:54.505598

death,2023-03-10 12:14:29.333418

kill,2023-03-10 12:15:49.805672

death,2023-03-10 12:16:07.052160

kill,2023-03-10 12:17:16.195429

kill,2023-03-10 12:17:33.970368

death,2023-03-10 12:17:42.380077

kill,2023-03-10 12:18:55.695670

kill,2023-03-10 12:19:16.937051

kill,2023-03-10 12:20:52.192182

kill,2023-03-10 12:22:03.755566

death,2023-03-10 12:23:07.688112

kill,2023-03-10 12:24:31.005550

death,2023-03-10 12:24:37.915146

kill,2023-03-10 12:26:16.413497

death,2023-03-10 12:27:15.332157

kill,2023-03-10 12:29:38.486882

death,2023-03-10 12:29:52.552123

