,target_num,Mouse_Acceleration_Mean,Mouse_Acceleration_Max,Mouse_Total_Distance,Mouse_X_Distance,Mouse_Y_Distance,Mouse-Keybord_mean,Mouse-Keybord_max,Mouse-Keybord_min,key_press_time
17,kill_1,987.9733861822971,4476.6125675671465,1532.9026706745997,1220,543,0.559353,0.559353,0.559353,1.9757799999999999
18,kill_10,805.0794469102489,6200.544431702704,684.2625548007611,561,172,1.480539,1.480539,1.480539,1.916322
19,kill_11,2188.33480870909,28635.642126552706,2418.2398911976925,2131,690,1.043853,1.043853,1.043853,1.876715
20,kill_12,4457.952515490144,35049.332132155345,2401.224751413604,2327,359,1.421108,1.421108,1.421108,1.8982670000000001
21,kill_13,1958.8012133744874,21965.30429764037,2797.3903686733356,2266,1031,1.46452,1.46452,1.46452,1.884595
22,kill_14,2471.3174329636117,41385.42527879654,2976.0011664773056,2657,689,0.313165,0.313165,0.313165,1.997276
23,kill_15,2548.434007202247,33721.557160250304,3505.1887185210094,3356,330,0.820273,0.820273,0.820273,1.771037
24,kill_16,722.5871871391694,5119.497503607214,816.7009674500757,648,265,0.517297,0.517297,0.517297,1.9839440000000002
25,kill_17,1319.7233248817763,13601.470508735443,2030.6810269049613,1639,806,0.021489,0.021489,0.021489,1.572874
26,kill_18,686.3468116549798,18000.0,1092.8614378057193,559,688,1.051955,1.051955,1.051955,1.996202
27,kill_19,2711.0512567728447,18027.756377319947,4262.450615037233,3940,711,0.158081,0.158081,0.158081,1.533101
28,kill_2,2234.008343244769,27128.229199761292,3503.518685760738,3139,697,0.663775,0.663775,0.663775,1.370106
29,kill_20,526.1747037227782,3165.4431032716507,711.994886833332,547,269,1.577501,1.577501,1.577501,1.995777
30,kill_21,1281.1853842641099,30938.12375249501,1934.718265951301,1746,321,1.6332200000000001,1.6332200000000001,1.6332200000000001,0.914304
31,kill_22,1079.3278955929588,15297.058540778355,1788.402540167995,1087,943,0.598224,0.598224,0.598224,0.486376
32,kill_23,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.652786
33,kill_24,1907.0414621083064,29986.675364243027,2475.9133405036146,2215,470,1.285274,1.285274,1.285274,1.7694800000000002
34,kill_25,4507.874787330617,52061.676171955325,6030.088609584502,5606,896,1.624439,1.624439,1.624439,1.6053929999999998
35,kill_26,952.8738379856396,6415.956149732313,1072.1053639747115,665,626,1.298759,1.298759,1.298759,1.8012380000000001
36,kill_27,2041.1299697449367,28028.028028028024,3265.0607864433305,2894,669,0.772802,0.772802,0.772802,1.503382
37,kill_28,2640.02027440019,50870.99145226961,4006.488977693024,3319,1465,0.32181,0.32181,0.32181,1.567116
38,kill_29,2351.957448959945,43003.483017044724,4165.932957082636,3583,1049,0.662911,0.662911,0.662911,1.860867
39,kill_3,1554.0076404982303,16278.820596099706,1521.4685730000253,1316,455,0.765148,0.765148,0.765148,1.999763
40,kill_30,2942.4725898636266,28071.337695236398,5121.542436624804,4618,1168,1.095236,1.095236,1.095236,1.773399
41,kill_31,1255.7851027223114,11045.36101718726,1755.9413213317298,1412,466,1.374623,1.374623,1.374623,1.999019
42,kill_32,1069.2160531460033,7014.0280561122245,1711.9759846027002,1213,753,1.061497,1.061497,1.061497,1.040071
43,kill_4,1960.722013036085,15810.276679841896,2040.08363472621,1868,360,0.0,0.0,0.0,1.201373
44,kill_5,2060.4557366416766,11904.761904761905,3187.5454406873655,3056,425,1.470392,1.470392,1.470392,1.999
45,kill_6,2435.5504367431404,18027.756377319947,3481.9589841199227,3313,495,1.429862,1.429862,1.429862,1.987991
46,kill_7,1682.664757704218,14307.743156603132,2001.050128768201,1667,610,1.448681,1.448681,1.448681,1.9979019999999998
47,kill_8,2853.6296605754533,28971.028971028973,4031.809943530246,3805,545,1.435948,1.435948,1.435948,1.688507
48,kill_9,2974.356779950878,25742.574257425742,3464.3317344527063,2962,1406,1.486887,1.486887,1.486887,1.746581
